image_name; comment_number; comment;translations;captions
2140222017.jpg;0; An elderly woman wearing a flower printed apron with a pink colored shirt is cooking inside her kitchen .;Una anciana que lleva un delantal estampado de flores con una camisa de color rosa está cocinando dentro de su cocina.;Una anciana que lleva un delantal estampado de flores con una camisa de color rosa está cocinando dentro de su cocina.
2140305708.jpg;0; A girl in a blue bathing suit is walking away from the water on the beach .;Una chica en un traje de baño azul está caminando lejos del agua en la playa.;Una chica en un traje de baño azul está caminando lejos del agua en la playa.
2141065212.jpg;0; The white-haired man in the black baseball cap is wearing a black jacket covered with car racing emblems .;El hombre de pelo blanco en la gorra de béisbol negro está usando una chaqueta negra cubierta con emblemas de carreras de coches.;El hombre de pelo blanco en la gorra de béisbol negro está usando una chaqueta negra cubierta con emblemas de carreras de coches.
2142414731.jpg;0; The boy in the blue shirt is playing a game on the wood floor with the girl in pink pants .;El chico de la camisa azul está jugando un juego en el suelo de madera con la chica en pantalones rosa.;El chico de la camisa azul está jugando un juego en el suelo de madera con la chica en pantalones rosa.
214320850.jpg;0; At the Bedford Avenue subway stop stood a smiling and strumming acoustic guitarist wearing jeans and a colorful vest .;En la parada de metro de Bedford Avenue había un guitarrista acústico sonriente y sonriente con vaqueros y un chaleco colorido.;En la parada de metro de Bedford Avenue había un guitarrista acústico sonriente y sonriente con vaqueros y un chaleco colorido.
2146530566.jpg;0; A man takes salad out of a bowl while he sits at a table with other plates , a woman , a glass of wine , and a decorative curtain behind him .;Un hombre toma ensalada de un tazón mientras se sienta en una mesa con otros platos, una mujer, un vaso de vino, y una cortina decorativa detrás de él.;Un hombre toma ensalada de un tazón mientras se sienta en una mesa con otros platos, una mujer, un vaso de vino, y una cortina decorativa detrás de él.
2146600736.jpg;0; A woman in what appears to be traditional garments is performing a dance .;Una mujer en lo que parece ser ropa tradicional es la realización de un baile .;Una mujer en lo que parece ser ropa tradicional es la realización de un baile .
2148234367.jpg;0; A police officer is talking with the driver of the pale yellow car while three other officers stand nearby .;Un oficial de policía está hablando con el conductor del coche amarillo pálido mientras que otros tres oficiales están parados cerca.;Un oficial de policía está hablando con el conductor del coche amarillo pálido mientras que otros tres oficiales están parados cerca.
2148695079.jpg;0; Two white dogs walk through a huge bank of mountain snow .;Dos perros blancos caminan a través de un enorme banco de nieve de montaña.;Dos perros blancos caminan a través de un enorme banco de nieve de montaña.
2151230100.jpg;0; A woman in a very light sundress strikes an open-armed , high-legged dance pose in a wide open space surrounded by mountains .;Una mujer en un vestido de sol muy ligero golpea una pose de danza de brazos abiertos, de piernas altas en un amplio espacio abierto rodeado de montañas.;Una mujer en un vestido de sol muy ligero golpea una pose de danza de brazos abiertos, de piernas altas en un amplio espacio abierto rodeado de montañas.
2154618839.jpg;0; two older men , one middle-aged women , and an older women conversing at diner table in the interior of a kitchen .;dos hombres mayores , una mujer de mediana edad , y una mujer mayor conversando en la mesa del comedor en el interior de una cocina .;dos hombres mayores , una mujer de mediana edad , y una mujer mayor conversando en la mesa del comedor en el interior de una cocina .
2156331904.jpg;0; The player from the black team is telling something to the player of the red team .;El jugador del equipo negro le dice algo al jugador del equipo rojo.;El jugador del equipo negro le dice algo al jugador del equipo rojo.
2157173498.jpg;0; A snowboarder flying off a snow drift with a colorful sky in the background .;Un snowboarder volando de una deriva de nieve con un cielo colorido en el fondo.;Un snowboarder volando de una deriva de nieve con un cielo colorido en el fondo.
2158625230.jpg;0; Blond man with chin-length hair is staring at the camera , while the man in the black cap is looking down and scooping something in a bowl .;Hombre rubio con el pelo largo de la barbilla está mirando a la cámara , mientras que el hombre en la gorra negra está mirando hacia abajo y sacar algo en un tazón .;Hombre rubio con el pelo largo de la barbilla está mirando a la cámara , mientras que el hombre en la gorra negra está mirando hacia abajo y sacar algo en un tazón .
2158925258.jpg;0; The two men on the scaffolding are helping to build a red brick wall .;Los dos hombres en el andamio están ayudando a construir una pared de ladrillo rojo.;Los dos hombres en el andamio están ayudando a construir una pared de ladrillo rojo.
2159526836.jpg;0; A person in a hooded sweatshirt is embracing a man on the couch while partially covered by an off-white comforter .;Una persona en una sudadera con capucha está abrazando a un hombre en el sofá mientras que parcialmente cubierto por un edredón blanquecino .;Una persona en una sudadera con capucha está abrazando a un hombre en el sofá mientras que parcialmente cubierto por un edredón blanquecino .
2161799386.jpg;0; A little boy sitting on a toilet with his head resting on his hands .;Un niño pequeño sentado en un inodoro con la cabeza apoyada en sus manos.;Un niño pequeño sentado en un inodoro con la cabeza apoyada en sus manos.
2164429357.jpg;0; A salesman is standing in front of a monitor showing customers how to use a device in a store .;Un vendedor está de pie frente a un monitor que muestra a los clientes cómo utilizar un dispositivo en una tienda .;Un vendedor está de pie frente a un monitor que muestra a los clientes cómo utilizar un dispositivo en una tienda .
216627488.jpg;0; A man wearing khaki pants and a red jacket is lying on the ground beside a small tree .;Un hombre que lleva pantalones caquis y una chaqueta roja está tumbado en el suelo junto a un pequeño árbol.;Un hombre que lleva pantalones caquis y una chaqueta roja está tumbado en el suelo junto a un pequeño árbol.
2166946777.jpg;0; A ship filled with supplies is docked on the shore with several others in the background and several men in the foreground .;Un barco lleno de suministros se atraca en la orilla con varios otros en el fondo y varios hombres en el primer plano.;Un barco lleno de suministros se atraca en la orilla con varios otros en el fondo y varios hombres en el primer plano.
21687074.jpg;0; A man with no shirt on , holding a cup , watches a woman wearing a yellow bikini top in a crowd .;Un hombre sin camisa , sosteniendo una taza , observa a una mujer que lleva un bikini amarillo top en una multitud .;Un hombre sin camisa , sosteniendo una taza , observa a una mujer que lleva un bikini amarillo top en una multitud .
2168723623.jpg;0; A plane flies overhead as military men stand at attention , a flag blows in the wind as a lady in red stares out towards the camera .;Un avión vuela sobre la cabeza mientras los militares se paran en la atención, una bandera sopla en el viento mientras una dama en rojo mira hacia la cámara.;Un avión vuela sobre la cabeza mientras los militares se paran en la atención, una bandera sopla en el viento mientras una dama en rojo mira hacia la cámara.
217013833.jpg;0; A closeup of the back of a girl 's head looking out the window onto a lawn beyond which is some construction machinery .;Un primer plano de la parte posterior de la cabeza de una niña mirando por la ventana a un césped más allá del cual hay alguna maquinaria de construcción.;Un primer plano de la parte posterior de la cabeza de una niña mirando por la ventana a un césped más allá del cual hay alguna maquinaria de construcción.
2170187328.jpg;0; A girl in a swimming pool looks on while a boy in a mask jumps in from a diving board .;Una chica en una piscina mira mientras un niño con una máscara salta de un tablero de buceo.;Una chica en una piscina mira mientras un niño con una máscara salta de un tablero de buceo.
2171154778.jpg;0; A boy plays with some toys in the house with a blue chair in the background .;Un niño juega con algunos juguetes en la casa con una silla azul en el fondo.;Un niño juega con algunos juguetes en la casa con una silla azul en el fondo.
2171891283.jpg;0; Two dogs are walking on a rugged path , one with a blue rope tied to a red object in its mouth .;Dos perros están caminando en un camino accidentado, uno con una cuerda azul atada a un objeto rojo en su boca.;Dos perros están caminando en un camino accidentado, uno con una cuerda azul atada a un objeto rojo en su boca.
217330024.jpg;0; Man with hairy legs , wearing gray shorts and yellow t-shirt , hanging from a stripper pole , with several other people watch while laughing , some holding bottles .;Hombre con piernas peludas , usando pantalones cortos grises y camiseta amarilla , colgando de un poste stripper , con varias otras personas miran mientras se ríen , algunos sosteniendo botellas .;Hombre con piernas peludas , usando pantalones cortos grises y camiseta amarilla , colgando de un poste stripper , con varias otras personas miran mientras se ríen , algunos sosteniendo botellas .
2173312932.jpg;0; A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt .;Un perro marrón está en medio de una línea de perros persiguiendo una bola de tenis sucio sobre la suciedad.;Un perro marrón está en medio de una línea de perros persiguiendo una bola de tenis sucio sobre la suciedad.
217460891.jpg;0; Two young ladies in swimsuits stand in the ocean next to some mountains .;Dos jovencitas en trajes de baño se paran en el océano al lado de algunas montañas.;Dos jovencitas en trajes de baño se paran en el océano al lado de algunas montañas.
2175980524.jpg;0; Little boy in his bathing suit tentatively preparing to step in the rocky-lined stream .;Niño en su traje de baño tentativamente preparándose para pisar el riachuelo rocoso.;Niño en su traje de baño tentativamente preparándose para pisar el riachuelo rocoso.
2178295140.jpg;0; A man with shoulder-length brown hair is smoking a cigarette outside while wearing a black jacket and blue jeans .;Un hombre con el pelo castaño largo del hombro está fumando un cigarrillo fuera mientras lleva una chaqueta negra y pantalones vaqueros azules.;Un hombre con el pelo castaño largo del hombro está fumando un cigarrillo fuera mientras lleva una chaqueta negra y pantalones vaqueros azules.
2178985121.jpg;0; A boy in a red shirt and a man with dark blond-hair hang out in the toy aisle of a store .;Un chico de camisa roja y un hombre de pelo rubio oscuro pasan el rato en el pasillo de juguetes de una tienda.;Un chico de camisa roja y un hombre de pelo rubio oscuro pasan el rato en el pasillo de juguetes de una tienda.
2181117039.jpg;0; Adults , and children in school uniforms , move through a flock of pigeons .;Los adultos, y los niños en uniformes escolares, se mueven a través de una bandada de palomas.;Los adultos, y los niños en uniformes escolares, se mueven a través de una bandada de palomas.
2183227136.jpg;0; A child playing in the sand of a beach with the sun low on the horizon .;Un niño jugando en la arena de una playa con el sol bajo en el horizonte.;Un niño jugando en la arena de una playa con el sol bajo en el horizonte.
21833287.jpg;0; Three men wearing red , white , and blue shirts , one of whom is plugging his ears , and all of whom are looking at something in the distance .;Tres hombres con camisas rojas, blancas y azules, uno de los cuales se tapa las orejas, y todos los que están mirando algo en la distancia.;Tres hombres con camisas rojas, blancas y azules, uno de los cuales se tapa las orejas, y todos los que están mirando algo en la distancia.
218342358.jpg;0; A woman wears a red helmet and blue shirt as she goes for a bike ride in the shade .;Una mujer lleva un casco rojo y camisa azul mientras va a dar un paseo en bicicleta a la sombra.;Una mujer lleva un casco rojo y camisa azul mientras va a dar un paseo en bicicleta a la sombra.
2183967273.jpg;0; A dog in a living room laying on a stuffed animal with a television in the background .;Un perro en una sala de estar tirado sobre un animal de peluche con un televisor en el fondo .;Un perro en una sala de estar tirado sobre un animal de peluche con un televisor en el fondo .
2185325305.jpg;0; A group of children sit on the floor and work on a project contained in a black garbage bag .;Un grupo de niños se sientan en el suelo y trabajan en un proyecto contenido en una bolsa de basura negra.;Un grupo de niños se sientan en el suelo y trabajan en un proyecto contenido en una bolsa de basura negra.
2188171629.jpg;0; An attendant is taking a break reading a newspaper at his desk overseeing chicken coops .;Un asistente está tomando un descanso leyendo un periódico en su escritorio supervisando gallineros.;Un asistente está tomando un descanso leyendo un periódico en su escritorio supervisando gallineros.
2188599628.jpg;0; A person in a black jacket is grabbing a boy 's shoulder to stop him from backing into the road while a silver Mini is driving by .;Una persona con una chaqueta negra está agarrando el hombro de un niño para evitar que retroceda a la carretera mientras que un Mini de plata está conduciendo por .;Una persona con una chaqueta negra está agarrando el hombro de un niño para evitar que retroceda a la carretera mientras que un Mini de plata está conduciendo por .
2189181027.jpg;0; A black dog running along the sandy shoreline of a body of water while two ducks swim nearby .;Un perro negro corriendo a lo largo de la costa arenosa de un cuerpo de agua mientras dos patos nadan cerca.;Un perro negro corriendo a lo largo de la costa arenosa de un cuerpo de agua mientras dos patos nadan cerca.
2191329761.jpg;0; The white dog has a blue shirt on and is behind a black dog with a rellow shirt on .;El perro blanco tiene una camisa azul y está detrás de un perro negro con una camisa reclinable.;El perro blanco tiene una camisa azul y está detrás de un perro negro con una camisa reclinable.
2191783475.jpg;0; Two young men siting on a wooden couch are talking to one another .;Dos jóvenes sentados en un sofá de madera se están hablando.;Dos jóvenes sentados en un sofá de madera se están hablando.
2191896524.jpg;0; A man is talking into a microphone , there is a boy in the background , a man is playing a keyboard and is wearing a camouflaged jacket .;Un hombre está hablando en un micrófono, hay un niño en el fondo, un hombre está tocando un teclado y está usando una chaqueta camuflada.;Un hombre está hablando en un micrófono, hay un niño en el fondo, un hombre está tocando un teclado y está usando una chaqueta camuflada.
2192475933.jpg;0; A boy wearing a black wetsuit stands on a crowded beach .;Un niño que lleva un traje de neopreno negro se para en una playa llena de gente.;Un niño que lleva un traje de neopreno negro se para en una playa llena de gente.
2193223637.jpg;0; A woman uses a cane to help while walking and nearby there is a unicycle .;Una mujer utiliza un bastón para ayudar mientras camina y cerca hay un uniciclo.;Una mujer utiliza un bastón para ayudar mientras camina y cerca hay un uniciclo.
219357394.jpg;0; A man and a lady are sitting on a bench looking at the surrounding place in a cliff .;Un hombre y una señora están sentados en un banco mirando el lugar circundante en un acantilado.;Un hombre y una señora están sentados en un banco mirando el lugar circundante en un acantilado.
2194466679.jpg;0; Professional tennis player preparing to make her serve during a game .;Profesional tenista que se prepara para hacer su servicio durante un juego .;Profesional tenista que se prepara para hacer su servicio durante un juego .
2195316844.jpg;0; A person in a striped gray and white shirt moves his bicycle past another man in a yellow shirt and blue pants .;Una persona en una camisa a rayas grises y blancas mueve su bicicleta más allá de otro hombre en una camisa amarilla y pantalones azules.;Una persona en una camisa a rayas grises y blancas mueve su bicicleta más allá de otro hombre en una camisa amarilla y pantalones azules.
2196862437.jpg;0; A lady wearing a white jacket is standing next to and looking inside of a car .;Una señora que lleva una chaqueta blanca está de pie al lado y mirando dentro de un coche.;Una señora que lleva una chaqueta blanca está de pie al lado y mirando dentro de un coche.
2197552440.jpg;0; A person wearing a white shirt and red shorts is playing a tennis match .;Una persona que lleva una camisa blanca y pantalones cortos rojos está jugando un partido de tenis.;Una persona que lleva una camisa blanca y pantalones cortos rojos está jugando un partido de tenis.
2197587684.jpg;0; A woman in blue shorts and white shirt holds a tennis racket on a blue tennis court .;Una mujer en pantalones cortos azules y camisa blanca sostiene una raqueta de tenis en una pista de tenis azul.;Una mujer en pantalones cortos azules y camisa blanca sostiene una raqueta de tenis en una pista de tenis azul.
219810920.jpg;0; A woman is holding a toddler in a red shirt , who is looking back at her .;Una mujer está sosteniendo a un niño en una camisa roja , que está mirando hacia atrás a ella .;Una mujer está sosteniendo a un niño en una camisa roja , que está mirando hacia atrás a ella .
2198494923.jpg;0; A girl in a purple shirt , covered in snow , sliding down a snowy hill .;Una chica en una camisa púrpura, cubierta de nieve, deslizándose por una colina nevada.;Una chica en una camisa púrpura, cubierta de nieve, deslizándose por una colina nevada.
2199710546.jpg;0; A DJ standing under some bright lights with an advertisement .;Un DJ de pie bajo algunas luces brillantes con un anuncio.;Un DJ de pie bajo algunas luces brillantes con un anuncio.
2200070339.jpg;0; A child in red and white striped pajamas is standing and holding her arms up .;Un niño en pijama de rayas rojas y blancas está de pie y sosteniendo sus brazos hacia arriba .;Un niño en pijama de rayas rojas y blancas está de pie y sosteniendo sus brazos hacia arriba .
2200337743.jpg;0; A white man playing an acoustic guitar with another person .;Un hombre blanco tocando una guitarra acústica con otra persona.;Un hombre blanco tocando una guitarra acústica con otra persona.
2200901777.jpg;0; A young woman with light brown hair wearing a red beaded neclace , a Gonzaga sweatshirt and earrings stands smiling .;Una joven con el pelo castaño claro con un neclace de cuentas rojas , una sudadera Gonzaga y pendientes se levanta sonriendo .;Una joven con el pelo castaño claro con un neclace de cuentas rojas , una sudadera Gonzaga y pendientes se levanta sonriendo .
2201136364.jpg;0; A bearded , glasses-wearing man in a turquoise shirt is playing the acoustic guitar .;Un hombre barbudo, con gafas en una camisa turquesa está tocando la guitarra acústica.;Un hombre barbudo, con gafas en una camisa turquesa está tocando la guitarra acústica.
2201978994.jpg;0; Two children standing near a wheelbarrow are looking at the lake in front of them .;Dos niños de pie cerca de una carretilla están mirando el lago en frente de ellos.;Dos niños de pie cerca de una carretilla están mirando el lago en frente de ellos.
2202059975.jpg;0; People on a street corner with very odd shaped objects bolted to the ground that look like old car parts .;La gente en una esquina de la calle con objetos de forma muy extraña atornillados al suelo que parecen piezas de coche viejo.;La gente en una esquina de la calle con objetos de forma muy extraña atornillados al suelo que parecen piezas de coche viejo.
2203224077.jpg;0; With a cellphone off to the side , a young white girl is eating cereal from a white bowl on a white table in the kitchen .;Con un teléfono celular fuera a un lado , una joven blanca está comiendo cereales de un tazón blanco en una mesa blanca en la cocina .;Con un teléfono celular fuera a un lado , una joven blanca está comiendo cereales de un tazón blanco en una mesa blanca en la cocina .
2203286182.jpg;0; A black dog is attempting to catch a thrown object that is red .;Un perro negro está tratando de atrapar un objeto lanzado que es rojo.;Un perro negro está tratando de atrapar un objeto lanzado que es rojo.
2203449950.jpg;0; The young girl standing on the grass is wearing a pink dress .;La joven que está de pie en la hierba está usando un vestido rosa.;La joven que está de pie en la hierba está usando un vestido rosa.
2203615439.jpg;0; A man dressed in denim is walking along a snow covered street next to red brick buildings .;Un hombre vestido de vaquero está caminando por una calle cubierta de nieve junto a edificios de ladrillo rojo.;Un hombre vestido de vaquero está caminando por una calle cubierta de nieve junto a edificios de ladrillo rojo.
2204277704.jpg;0; A little boy in a yellow shirt and green shorts jumping on the couch .;Un niño pequeño en una camisa amarilla y pantalones cortos verdes saltando en el sofá.;Un niño pequeño en una camisa amarilla y pantalones cortos verdes saltando en el sofá.
2204777844.jpg;0; A child in red , wearing rollerskates is being pushed along by an adult in black .;Un niño en rojo , usando patines está siendo empujado a lo largo por un adulto en negro .;Un niño en rojo , usando patines está siendo empujado a lo largo por un adulto en negro .
2206060803.jpg;0; A painting of a marketplace with a man pushing a cart full of buckets , some customers at a shop , and a black woman with two children .;Una pintura de un mercado con un hombre empujando un carro lleno de cubos, algunos clientes en una tienda, y una mujer negra con dos hijos.;Una pintura de un mercado con un hombre empujando un carro lleno de cubos, algunos clientes en una tienda, y una mujer negra con dos hijos.
2207346072.jpg;0; Two men are in a small boat and spraying water at something .;Dos hombres están en un bote pequeño y rociando agua a algo.;Dos hombres están en un bote pequeño y rociando agua a algo.
2209317.jpg;0; A group of people wearing black shirts and one in a white shirt watching another person sitting on the ground in front of them .;Un grupo de personas usando camisas negras y una en una camisa blanca viendo a otra persona sentada en el suelo delante de ellos.;Un grupo de personas usando camisas negras y una en una camisa blanca viendo a otra persona sentada en el suelo delante de ellos.
2209751.jpg;0; Men standing around a car with a lamp behind them .;Hombres de pie alrededor de un coche con una lámpara detrás de ellos.;Hombres de pie alrededor de un coche con una lámpara detrás de ellos.
2210054257.jpg;0; A group of five children and three adults look on while a fourth adult speaks on a beach .;Un grupo de cinco niños y tres adultos miran mientras un cuarto adulto habla en una playa.;Un grupo de cinco niños y tres adultos miran mientras un cuarto adulto habla en una playa.
2210065293.jpg;0; A group of people , mostly in straw hats , follow a man onto a beach covered with many large rocks .;Un grupo de personas, sobre todo en sombreros de paja, siguen a un hombre en una playa cubierta de muchas rocas grandes.;Un grupo de personas, sobre todo en sombreros de paja, siguen a un hombre en una playa cubierta de muchas rocas grandes.
2210068481.jpg;0; People of all ages in hats are paying attention to a person in a blue shirt .;Personas de todas las edades con sombreros están prestando atención a una persona con una camisa azul.;Personas de todas las edades con sombreros están prestando atención a una persona con una camisa azul.
221024576.jpg;0; A man in a short-sleeved button up shirt stands in front of a crown all sitting in chairs in front of a wooden building .;Un hombre en un botón de manga corta arriba de la camisa se para delante de una corona todo sentado en sillas en frente de un edificio de madera.;Un hombre en un botón de manga corta arriba de la camisa se para delante de una corona todo sentado en sillas en frente de un edificio de madera.
2213615142.jpg;0; A man in long sleeves and jeans plays the electric guitar on stage .;Un hombre de manga larga y vaqueros toca la guitarra eléctrica en el escenario.;Un hombre de manga larga y vaqueros toca la guitarra eléctrica en el escenario.
221421001.jpg;0; A boy wearing an orange doritos shirt looks like he 's about to jump off of a piece of furniture .;Un chico que lleva una camisa de doritos naranja parece que está a punto de saltar de un mueble.;Un chico que lleva una camisa de doritos naranja parece que está a punto de saltar de un mueble.
221422499.jpg;0; A young gymnast looks back at the audience , trying to catch a glimpse of her proud parents before starting her performance .;Una joven gimnasta mira hacia atrás a la audiencia, tratando de echar un vistazo a sus orgullosos padres antes de comenzar su actuación.;Una joven gimnasta mira hacia atrás a la audiencia, tratando de echar un vistazo a sus orgullosos padres antes de comenzar su actuación.
22143604.jpg;0; A group of construction workers in orange vests are on the side of the road .;Un grupo de trabajadores de la construcción en chalecos naranjas están en el lado de la carretera.;Un grupo de trabajadores de la construcción en chalecos naranjas están en el lado de la carretera.
2215331791.jpg;0; A woman bends over to hug a young child in a pink coat wearing a hat .;Una mujer se inclina para abrazar a un niño en un abrigo rosa con un sombrero.;Una mujer se inclina para abrazar a un niño en un abrigo rosa con un sombrero.
2215393122.jpg;0; Two Chicago Police are standing next to each other while looking down at a city street from a elevated white gilded cage .;Dos policías de Chicago están de pie uno al lado del otro mientras mira hacia abajo en una calle de la ciudad desde una jaula dorada blanca elevada.;Dos policías de Chicago están de pie uno al lado del otro mientras mira hacia abajo en una calle de la ciudad desde una jaula dorada blanca elevada.
2215975928.jpg;0; Two people dressed in jackets are sitting outside of a restaurant with Union Market written on the awning .;Dos personas vestidas con chaquetas están sentadas fuera de un restaurante con Union Market escrito en el toldo.;Dos personas vestidas con chaquetas están sentadas fuera de un restaurante con Union Market escrito en el toldo.
2217728745.jpg;0; A bunch of beer pull tabs at a bar with Christmas lights on the ceiling .;Un montón de lengüetas de cerveza en un bar con luces de Navidad en el techo.;Un montón de lengüetas de cerveza en un bar con luces de Navidad en el techo.
2220274048.jpg;0; Blue scooter with white helmet and two women sitting on bench looking at phone next to small shop .;Scooter azul con casco blanco y dos mujeres sentadas en el banco mirando el teléfono junto a la pequeña tienda.;Scooter azul con casco blanco y dos mujeres sentadas en el banco mirando el teléfono junto a la pequeña tienda.
2221349444.jpg;0; A crowd of men waving country flags with a peace sign painted on one .;Una multitud de hombres ondeando banderas de país con un signo de paz pintado en uno.;Una multitud de hombres ondeando banderas de país con un signo de paz pintado en uno.
222141960.jpg;0; A boy with a concerned look it holding up two newspapers featuring a headline about murder .;Un chico con una mirada preocupada sostiene dos periódicos con un titular sobre el asesinato.;Un chico con una mirada preocupada sostiene dos periódicos con un titular sobre el asesinato.
2222732183.jpg;0; A woman and a young boy are sitting on a flowered couch and reading .;Una mujer y un niño están sentados en un sofá con flores y leyendo.;Una mujer y un niño están sentados en un sofá con flores y leyendo.
222369445.jpg;0; Two surfers carry their boards to the end of a walkway to join the others in the water .;Dos surfistas llevan sus tablas hasta el final de una pasarela para unirse a los demás en el agua.;Dos surfistas llevan sus tablas hasta el final de una pasarela para unirse a los demás en el agua.
2224524855.jpg;0; A rock band performing on stage with a river in the background .;Una banda de rock actuando en el escenario con un río en el fondo.;Una banda de rock actuando en el escenario con un río en el fondo.
2226898412.jpg;0; A person wearing a hat stands in a bright greenish-yellow field , holding reins which are attached to an ox 's bridle .;Una persona que lleva un sombrero se encuentra en un campo de color amarillo verdoso brillante , sosteniendo las riendas que se unen a un buey 's brida .;Una persona que lleva un sombrero se encuentra en un campo de color amarillo verdoso brillante , sosteniendo las riendas que se unen a un buey 's brida .
2228156682.jpg;0; Woman tennis player wearing a light blue tennis outfit winds up to hit the tennis ball as the crowd watches .;Mujer tenista que lleva un traje de tenis azul claro viento hasta golpear la pelota de tenis como la multitud mira .;Mujer tenista que lleva un traje de tenis azul claro viento hasta golpear la pelota de tenis como la multitud mira .
2229177914.jpg;0; A light brown dog jumping over a hurdle that has fire on each end .;Un perro marrón claro saltando sobre un obstáculo que tiene fuego en cada extremo.;Un perro marrón claro saltando sobre un obstáculo que tiene fuego en cada extremo.
2229571601.jpg;0; There is a man sitting on a bus holding his head in his hands .;Hay un hombre sentado en un autobús sosteniendo su cabeza en sus manos.;Hay un hombre sentado en un autobús sosteniendo su cabeza en sus manos.
2230363312.jpg;0; An older man wearing a brown jacket and a hat stands outside and reaches into his pocket .;Un hombre mayor que lleva una chaqueta marrón y un sombrero se para fuera y llega a su bolsillo.;Un hombre mayor que lleva una chaqueta marrón y un sombrero se para fuera y llega a su bolsillo.
2230458748.jpg;0; A smiling woman in an apron stirs a pot on the stove while pasta hangs to dry in the foreground .;Una mujer sonriente en un delantal revuelve una olla en la estufa mientras que la pasta cuelga para secar en primer plano .;Una mujer sonriente en un delantal revuelve una olla en la estufa mientras que la pasta cuelga para secar en primer plano .
2230971412.jpg;0; Two elderly women with gray hair engaging in conversation .;Dos ancianas con canas entablando conversación .;Dos ancianas con canas entablando conversación .
2231041390.jpg;0; A large group of women has gathered , all holding hands , by some huts in front of a forest .;Un gran grupo de mujeres se ha reunido, todas tomando de la mano, por algunas cabañas frente a un bosque.;Un gran grupo de mujeres se ha reunido, todas tomando de la mano, por algunas cabañas frente a un bosque.
2234941793.jpg;0; A semi truck with a cement mixer on the trailer attached to it is parked on the street near a driveway .;Un camión semi con un mezclador de cemento en el remolque unido a él está estacionado en la calle cerca de un camino de entrada .;Un camión semi con un mezclador de cemento en el remolque unido a él está estacionado en la calle cerca de un camino de entrada .
2236059848.jpg;0; Several people are talking while they stand or sit in a lobby of a restaurant .;Varias personas están hablando mientras están de pie o se sientan en un vestíbulo de un restaurante.;Varias personas están hablando mientras están de pie o se sientan en un vestíbulo de un restaurante.
2236756644.jpg;0; A woman in a tomato-colored jogging suit carries both a red purse and a navy blue messenger bag .;Una mujer en un traje de jogging de color tomate lleva tanto un bolso rojo y una bolsa de mensajero azul marino.;Una mujer en un traje de jogging de color tomate lleva tanto un bolso rojo y una bolsa de mensajero azul marino.
2236895638.jpg;0; Woman wearing a dark blue hat in the middle of a bunch of vegetables .;Mujer con un sombrero azul oscuro en medio de un montón de verduras.;Mujer con un sombrero azul oscuro en medio de un montón de verduras.
2237256401.jpg;0; A girls sports team putting their hands in a circle to do a bonding cheer .;Un equipo deportivo de chicas poniendo sus manos en un círculo para hacer un ánimo de unión.;Un equipo deportivo de chicas poniendo sus manos en un círculo para hacer un ánimo de unión.
2238166082.jpg;0; A girl in a purple coat on a red sled coasting down a snowy hill .;Una chica con un abrigo púrpura en un trineo rojo que baja por una colina nevada.;Una chica con un abrigo púrpura en un trineo rojo que baja por una colina nevada.
2238925844.jpg;0; An athletic woman jogs on a beach holding a water bottle , wearing a bikini and white running shoes .;Una mujer atlética corre en una playa sosteniendo una botella de agua , usando un bikini y zapatos blancos de correr .;Una mujer atlética corre en una playa sosteniendo una botella de agua , usando un bikini y zapatos blancos de correr .
224153937.jpg;0; A crowd of people walking around on an old English-style street .;Una multitud de personas caminando por una vieja calle de estilo inglés.;Una multitud de personas caminando por una vieja calle de estilo inglés.
2245777475.jpg;0; A woman in a red top and black shorts is jogging on the sidewalk next to a brick fence .;Una mujer en una parte superior roja y pantalones cortos negros está corriendo en la acera junto a una cerca de ladrillo.;Una mujer en una parte superior roja y pantalones cortos negros está corriendo en la acera junto a una cerca de ladrillo.
2246522206.jpg;0; A man holding a cane dressed in gray clothing has his hand to his head as he slouches over outside .;Un hombre sosteniendo un bastón vestido con ropa gris tiene su mano en la cabeza mientras se desliza hacia afuera.;Un hombre sosteniendo un bastón vestido con ropa gris tiene su mano en la cabeza mientras se desliza hacia afuera.
2246717855.jpg;0; Three people in an Asian transportation station are all focused on their cellphones .;Tres personas en una estación de transporte asiática se centran en sus teléfonos móviles.;Tres personas en una estación de transporte asiática se centran en sus teléfonos móviles.
2249783327.jpg;0; Several people are seated in chairs at a restaurant with cups of coffee in saucers and food set in front of them .;Varias personas están sentadas en sillas en un restaurante con tazas de café en platillos y la comida puesta en frente de ellos.;Varias personas están sentadas en sillas en un restaurante con tazas de café en platillos y la comida puesta en frente de ellos.
2250571576.jpg;0; Five people are at a yellow table celebrating two birthdays , while one women wears a feather in her hat .;Cinco personas están en una mesa amarilla celebrando dos cumpleaños, mientras que una mujer lleva una pluma en su sombrero.;Cinco personas están en una mesa amarilla celebrando dos cumpleaños, mientras que una mujer lleva una pluma en su sombrero.
2250713748.jpg;0; A group of young people dressed in red are attending an event at night .;Un grupo de jóvenes vestidos de rojo están asistiendo a un evento por la noche.;Un grupo de jóvenes vestidos de rojo están asistiendo a un evento por la noche.
